"ef1";"personengruppe";"ef3";"ef4";"region";"ef9";"ef10";"ef15";"ef16u1";"ef16u2";"ef17";"ef18";"ef19";"ef20";"ef21";"ef22";"ef23";"ef24";"ef25";"ef26";"ef27";"ef28";"ef29";"ef38";"ef40";"ef41";"ef42";"ef43";"ef44";"ef45";"ef47";"ef50";"ef53";"b52"
25;101;7;3;1;2;2;71;8;4;1;20;87;0;1729;0;0;343;350;360;23084;2334;"11";2101.66;13;42;"4";4;1036;23084;2334;51.43;0;2152.8
25;101;4;3;1;1;2;34;1;6;1;39;170;0;5510;0;0;728;175;360;73555;7438;"30";2101.66;25;60;"2";7;4607;73555;7438;51.43;0;2152.8
25;101;6;3;1;2;2;71;8;2;1;35;152;0;3026;0;0;433;592;360;40398;4085;"30";2101.66;15;47;"4";3;2001;40398;4085;51.43;0;2152.8
25;101;8;3;1;1;1;71;1;6;1;39;170;0;5510;0;0;1225;1037;360;73555;7438;"30";2101.66;7;40;"1";7;3248;73555;7438;51.43;0;2152.8
25;101;2;3;1;1;2;71;8;2;1;32;139;0;4353;0;0;895;883;360;58114;5877;"30";2101.66;38;55;"4";3;2575;58114;5877;51.43;0;2152.8
25;101;3;3;1;2;1;26;1;2;1;39;170;0;4567;0;0;1073;959;360;60964;6165;"30";2101.66;33;54;"7";6;2535;60964;6165;51.43;0;2152.8
25;101;5;3;1;2;1;71;1;2;1;39;170;0;5007;0;0;867;1050;360;66839;6759;"30";2101.66;20;60;"2";6;3090;66839;6759;51.43;0;2152.8
26;101;1;10;1;2;1;23;1;6;1;40;174;0;2890;0;0;161;586;360;39084;3252;"25";3246.38;8;40;"3";7;2143;39084;3252;51.43;0;3637.72
26;101;2;10;1;2;2;72;8;2;1;12;48;0;800;0;0;0;158;360;9600;0;"7";3246.38;7;55;"4";3;642;9600;0;51.43;0;3637.72
27;101;5;11;1;3;2;63;1;4;1;40;176;0;2552;0;0;328;529;360;33658;3028;"31";3011.88;17;46;"4";4;1695;33658;3028;51.43;0;3310.74
27;101;16;11;1;3;1;63;8;2;1;30;130;0;1250;0;0;171;256;270;23766;2156;"19";3011.88;0;33;"4";3;823;31688;2875;38.57;0;3310.74
27;101;10;11;1;3;2;63;1;4;1;40;174;0;2809;0;0;394;582;360;36939;3221;"27";3011.88;3;46;"4";4;1833;36939;3221;51.43;0;3310.74
27;102;12;11;1;;1;63;0;3;3;40;170;0;704;0;0;0;142;360;10458;1210;"23";3011.88;2;22;"4";3;562;10458;1210;51.43;0;3310.74
27;101;14;11;1;3;2;63;1;5;1;40;170;0;2380;0;0;285;493;360;31379;2812;"27";3011.88;1;32;"4";6;1602;31379;2812;51.43;0;3310.74
27;101;15;11;1;3;2;63;1;4;2;40;173;0;2377;0;0;297;478;150;11697;48;"12";3011.88;1;40;"4";4;1602;28073;115;21.43;0;3310.74
27;101;11;11;1;3;2;63;1;3;1;40;171;0;2096;0;0;235;434;360;27669;2508;"27";3011.88;3;25;"3";3;1427;27669;2508;51.43;0;3310.74
27;101;6;11;1;3;2;63;1;2;1;40;174;0;2836;0;0;401;587;360;37369;3332;"31";3011.88;16;38;"4";3;1848;37369;3332;51.43;0;3310.74
27;101;8;11;1;3;2;63;1;4;1;40;174;0;1874;0;0;181;384;360;26150;2532;"27";3011.88;5;24;"4";4;1309;26150;2532;51.43;0;3310.74
27;102;13;11;1;;1;63;0;3;3;40;167;0;581;0;0;0;118;360;8730;1052;"23";3011.88;1;22;"4";3;463;8730;1052;51.43;0;3310.74
27;101;3;11;1;2;1;71;1;2;1;40;174;0;4050;0;52;727;818;360;51690;3744;"31";3011.88;27;47;"4";3;2505;51690;3744;51.43;0;3310.74
27;101;4;11;1;3;2;72;8;4;1;20;83;0;1245;0;0;166;255;360;16681;1741;"11";3011.88;18;41;"4";4;824;16681;1741;51.43;0;3310.74
27;101;9;11;1;3;1;71;1;2;1;40;167;0;2551;0;0;326;517;360;33581;2963;"27";3011.88;4;43;"4";3;1708;33581;2963;51.43;0;3310.74
27;101;7;11;1;1;1;92;1;2;1;40;168;0;4339;0;0;515;896;360;56878;4787;"28";3011.88;11;44;"3";3;2928;56878;4787;51.43;0;3310.74
27;101;1;11;1;2;2;43;1;3;1;40;174;0;4269;0;0;778;857;360;50054;4781;"32";3011.88;33;62;"2";7;2634;50054;4781;51.43;0;3310.74
27;101;2;11;1;2;1;92;1;4;1;40;174;0;3951;0;0;659;818;360;51639;4446;"31";3011.88;18;46;"3";4;2474;51639;4446;51.43;0;3310.74
28;101;11;6;1;3;1;52;1;7;1;45;180;0;2000;0;0;6;406;360;32413;585;"26";3248.45;1;35;"8";3;1588;32413;585;51.43;0;3405.5
28;101;5;6;1;3;1;52;1;7;1;45;180;5;2463;63;0;332;510;360;36906;1132;"26";3248.45;5;52;"8";3;1621;36906;1132;51.43;0;3405.5
28;101;6;6;1;3;1;52;1;7;2;45;180;0;2300;0;0;49;474;360;34655;2003;"26";3248.45;3;46;"8";3;1777;34655;2003;51.43;0;3405.5
28;102;9;6;1;;1;43;0;1;3;40;174;0;710;0;0;0;144;360;9584;535;"26";3248.45;1;20;"3";2;566;9584;535;51.43;0;3405.5
28;101;2;6;1;3;1;52;1;2;1;45;180;23;3189;339;0;515;654;360;44727;3758;"30";3248.45;28;65;"8";3;2020;44727;3758;51.43;0;3405.5
28;102;10;6;1;;1;52;0;7;3;40;174;0;670;0;0;0;138;360;9040;535;"26";3248.45;1;26;"8";2;532;9040;535;51.43;0;3405.5
28;101;12;6;1;3;1;52;1;7;1;45;180;0;2240;0;0;274;453;267;25695;645;"20";3248.45;0;59;"8";3;1513;34645;870;38.14;0;3405.5
28;101;7;6;1;2;1;52;1;2;1;45;180;0;2867;0;0;446;590;360;39889;1675;"26";3248.45;6;27;"8";3;1831;39889;1675;51.43;0;3405.5
28;101;3;6;1;3;1;52;1;2;1;45;180;0;2550;0;0;93;537;360;36718;1569;"26";3248.45;5;51;"8";3;1920;36718;1569;51.43;0;3405.5
28;101;8;6;1;2;2;51;1;2;1;40;174;0;2750;0;0;411;570;360;35161;1812;"26";3248.45;3;24;"4";3;1769;35161;1812;51.43;0;3405.5
28;101;1;6;1;1;1;71;1;2;1;45;180;0;4740;0;0;564;927;360;74475;17091;"31";3248.45;25;47;"3";3;3249;74475;17091;51.43;0;3405.5
28;101;4;6;1;3;1;52;1;2;1;45;180;0;2500;0;0;315;518;360;36380;1520;"26";3248.45;8;53;"8";3;1667;36380;1520;51.43;0;3405.5
29;101;1;10;1;1;1;23;1;7;1;40;168;0;3800;0;0;674;774;360;49400;3800;"30";7033.66;4;42;"1";4;2352;49400;3800;51.43;0;7881.54
29;101;2;10;1;1;2;23;8;7;1;25;105;0;2250;0;0;266;456;30;7000;;"2";7033.66;3;41;"1";3;1528;84000;;4.29;0;7881.54
29;101;3;10;1;3;2;23;1;7;1;39;164;0;2450;0;0;325;517;360;31850;2450;"30";7033.66;3;29;"2";6;1608;31850;2450;51.43;0;7881.54
30;101;4;7;1;3;2;29;1;7;1;40;168;0;1800;0;0;150;369;360;22980;0;"24";2813.5;2;38;"9";3;1281;22980;0;51.43;0;3364.47
30;109;2;7;1;;2;63;8;7;5;0;25;0;225;0;0;0;0;120;756;0;"2";2813.5;0;19;"9";2;225;2268;0;17.14;5.75;3364.47
30;102;5;7;1;;2;63;0;1;3;40;168;0;560;0;0;0;115;360;8980;0;"24";2813.5;1;19;"5";2;445;8980;0;51.43;0;3364.47
30;101;3;7;1;3;1;63;8;2;1;40;168;0;2500;0;0;295;496;360;30000;0;"24";2813.5;7;25;"5";3;1709;30000;0;51.43;0;3364.47
30;101;1;7;1;3;1;63;1;7;1;40;168;0;2500;0;0;278;504;360;30000;0;"24";2813.5;19;48;"5";3;1718;30000;0;51.43;0;3364.47
31;101;1;13;1;3;2;81;1;2;1;40;173;0;1730;0;0;134;354;360;10047;286;"27";6953.28;2;20;"5";3;1242;21368;608;51.43;0;7487.92
31;101;12;13;1;3;2;81;1;2;1;40;173;0;1651;0;0;110;338;360;22614;1790;"29";6953.28;1;33;"5";3;1203;22614;1790;51.43;0;7487.92
31;101;14;13;1;3;2;81;1;6;1;45;180;0;2800;0;0;399;557;360;38481;1600;"29";6953.28;1;34;"2";7;1844;38481;1600;51.43;0;7487.92
31;101;13;13;1;3;2;81;8;7;1;24;104;0;1900;0;0;409;389;356;33054;4114;"19";6953.28;12;39;"2";7;1102;33425;4160;50.86;0;7487.92
31;101;11;13;1;3;2;81;1;2;1;40;173;0;2188;0;0;240;449;360;27740;2434;"29";6953.28;6;27;"5";3;1499;27740;2434;51.43;0;7487.92
31;101;10;13;1;1;2;81;1;6;1;45;180;0;6300;0;0;1623;1110;360;68364;6157;"31";6953.28;5;33;"2";7;3567;68364;6157;51.43;0;7487.92
31;101;7;13;1;3;2;81;8;7;1;25;108;0;1288;0;0;34;268;359;17587;1539;"20";6953.28;18;39;"5";3;986;17636;1543;51.29;0;7487.92
31;101;15;13;1;3;2;81;1;2;2;40;173;0;2021;0;0;445;418;360;26726;2129;"29";6953.28;3;31;"3";3;1158;26726;2129;51.43;0;7487.92
31;101;8;13;1;3;2;54;8;2;1;25;108;0;1083;0;0;117;221;360;14913;1275;"20";6953.28;1;50;"9";3;745;14913;1275;51.43;0;7487.92
31;101;5;13;1;1;2;81;8;6;1;24;104;0;1600;0;0;295;324;360;20946;1408;"16";6953.28;6;57;"2";8;981;20946;1408;51.43;0;7487.92
31;101;4;13;1;3;2;81;1;2;2;40;173;0;1572;0;0;94;332;360;23110;1801;"27";6953.28;1;24;"5";3;1146;23110;1801;51.43;0;7487.92
31;101;6;13;1;3;2;81;1;2;2;40;173;0;1918;0;0;177;393;341;24701;2337;"31";6953.28;2;35;"5";3;1348;26077;2467;48.71;0;7487.92
31;101;9;13;1;3;2;81;1;2;2;40;173;0;2146;0;0;230;440;360;33241;6084;"29";6953.28;7;29;"5";3;1476;33241;6084;51.43;0;7487.92
31;101;3;13;1;3;2;71;8;2;1;25;108;0;1650;0;0;316;334;360;27577;4293;"20";6953.28;1;54;"4";3;1000;27577;4293;51.43;0;7487.92
31;101;2;13;1;3;2;81;8;6;1;35;156;0;2550;0;0;329;523;360;32950;2288;"28";6953.28;5;40;"2";7;1698;32950;2288;51.43;0;7487.92
32;109;4;8;1;;1;62;8;7;5;0;40;0;400;0;0;0;0;360;4321;0;"6";2130.63;1;25;"5";2;400;4321;0;51.43;9.21;2205.44
32;109;8;8;1;;1;63;8;7;5;0;30;0;300;0;0;0;0;360;3000;0;"4";2130.63;1;23;"9";2;300;3000;0;51.43;6.9;2205.44
32;109;5;8;1;;1;62;8;7;5;0;43;0;430;0;0;0;0;360;4200;0;"6";2130.63;8;29;"5";2;430;4200;0;51.43;9.9;2205.44
32;109;6;8;1;;1;63;8;7;5;0;30;0;300;0;0;0;0;360;4800;0;"4";2130.63;2;44;"9";2;300;4800;0;51.43;6.9;2205.44
32;101;1;8;1;1;2;94;8;4;1;15;65;0;1308;0;161;0;234;360;21208;2548;"11";2130.63;33;60;"1";4;1074;21208;2548;51.43;0;2205.44
32;109;3;8;1;;2;62;8;7;5;0;45;0;450;0;0;0;0;360;4800;0;"6";2130.63;9;55;"5";3;450;4800;0;51.43;10.36;2205.44
32;109;7;8;1;;2;63;8;7;5;0;30;0;300;0;0;0;0;360;3000;0;"4";2130.63;3;42;"9";3;300;3000;0;51.43;6.9;2205.44
32;109;2;8;1;;2;63;8;7;5;0;10;0;100;0;0;0;0;360;3100;0;"2";2130.63;1;41;"9";3;100;3100;0;51.43;2.3;2205.44
33;101;1;7;1;5;2;54;8;7;1;0;72;0;838;0;0;84;171;360;8765;0;"16";4019.28;4;53;"9";4;583;8765;0;51.43;0;4806.38
34;101;9;7;1;4;1;29;1;3;2;39;169;0;1558;0;0;91;329;360;20332;698;"25";1661.97;2;25;"9";3;1138;20332;698;51.43;0;1825.42
34;101;3;7;1;1;1;63;1;2;1;39;169;0;4025;0;0;401;844;360;48839;2848;"27";1661.97;3;36;"1";3;2780;48839;2848;51.43;0;1825.42
34;101;5;7;1;2;2;81;8;4;1;36;156;0;2667;0;0;362;547;360;29999;1004;"20";1661.97;3;34;"3";4;1758;29999;1004;51.43;0;1825.42
34;101;12;7;1;3;2;82;8;4;1;32;139;0;2049;0;0;205;421;210;12394;152;"13";1661.97;1;26;"5";4;1423;21247;261;30;0;1825.42
34;101;4;7;1;2;2;63;1;4;1;39;169;0;2082;0;0;214;432;360;27083;1020;"27";1661.97;3;30;"5";4;1436;27083;1020;51.43;0;1825.42
34;102;14;7;1;;2;63;0;3;3;39;169;0;606;0;0;0;130;360;8023;364;"21";1661.97;1;22;"9";3;476;8023;364;51.43;0;1825.42
34;102;13;7;1;;1;63;0;1;3;39;169;0;581;0;0;0;119;360;8348;348;"20";1661.97;1;18;"9";2;462;8348;348;51.43;0;1825.42
34;101;1;7;1;1;1;29;1;2;1;39;169;0;2735;0;0;380;567;167;15802;128;"14";1661.97;5;30;"3";3;1788;34064;276;23.86;0;1825.42
34;102;8;7;1;;1;29;0;3;3;39;169;0;685;0;0;0;140;360;9840;417;"23";1661.97;2;22;"5";3;545;9840;417;51.43;0;1825.42
34;102;7;7;1;;2;82;0;1;3;39;169;0;788;0;0;0;160;360;18119;1113;"21";1661.97;2;20;"5";2;628;18119;1113;51.43;0;1825.42
34;101;11;7;1;3;2;63;1;4;1;39;169;0;1965;0;0;188;403;300;20429;242;"19";1661.97;1;24;"5";4;1374;24515;290;42.86;0;1825.42
34;101;6;7;1;1;1;63;1;2;1;39;169;0;2615;0;0;341;552;360;32960;2150;"25";1661.97;2;37;"1";3;1722;32960;2150;51.43;0;1825.42
34;101;2;7;1;3;1;63;1;1;1;39;169;0;2245;0;0;261;463;315;27645;1014;"29";1661.97;3;31;"3";2;1521;31594;1159;45;0;1825.42
34;101;15;7;1;2;1;63;8;5;1;23;100;0;1306;0;0;38;271;165;7228;83;"10";1661.97;0;44;"5";6;997;15770;181;23.57;0;1825.42
34;101;10;7;1;2;1;63;1;2;1;39;169;0;2054;0;0;209;422;360;27008;940;"25";1661.97;1;38;"5";3;1423;27008;940;51.43;0;1825.42
35;101;1;7;1;5;1;11;8;1;2;26;113;0;1120;0;0;11;234;360;13440;0;"20";5225.14;1;34;"3";2;875;13440;0;51.43;0;6248.39
35;109;5;7;1;;2;54;8;2;5;10;45;0;450;0;0;0;0;104;3700;0;"3";5225.14;0;33;"9";3;450;12808;0;14.86;10.36;6248.39
35;109;4;7;1;;2;54;8;2;5;10;45;0;450;0;0;0;0;360;5400;0;"7";5225.14;1;26;"9";3;450;5400;0;51.43;10.36;6248.39
35;109;3;7;1;;2;54;8;7;5;10;45;0;450;0;0;0;0;360;5400;0;"7";5225.14;1;36;"9";3;450;5400;0;51.43;10.36;6248.39
35;101;2;7;1;5;1;54;8;2;2;28;119;0;1298;0;0;36;271;360;15576;0;"20";5225.14;2;60;"9";3;991;15576;0;51.43;0;6248.39
36;101;7;7;1;4;2;63;8;2;1;25;108;0;1080;0;0;116;218;360;14884;860;"14";3956.3;5;46;"9";3;746;14884;860;51.43;0;4481.42
36;102;2;7;1;;1;29;0;3;3;39;169;0;1017;0;0;0;122;360;9324;0;"25";3956.3;1;18;"9";3;895;9324;0;51.43;0;4481.42
36;102;5;7;1;;1;29;0;1;3;39;169;0;1017;0;0;0;122;360;9324;580;"23";3956.3;1;17;"9";2;895;13014;810;51.43;0;4481.42
36;101;1;7;1;2;2;71;8;4;1;30;130;0;2200;0;0;500;500;360;27446;234;"30";3956.3;12;39;"4";4;1200;27446;234;51.43;0;4481.42
36;101;6;7;1;4;1;34;8;2;1;33;141;0;1724;0;0;133;208;360;21323;1019;"29";3956.3;7;54;"3";6;1383;21323;1019;51.43;0;4481.42
36;101;3;7;1;1;2;63;8;2;1;30;130;0;2050;0;0;202;417;360;25765;1071;"27";3956.3;3;36;"5";3;1431;25765;1071;51.43;0;4481.42
36;101;4;7;1;3;1;29;1;2;2;39;169;0;1832;0;0;161;347;360;24730;1794;"29";3956.3;5;29;"5";3;1324;24730;1794;51.43;0;4481.42
37;101;2;1;1;4;1;52;1;7;1;40;174;0;2200;0;0;33;452;319;26093;0;"24";6678.54;1;60;"8";3;1715;29447;0;45.57;0;7704.01
37;101;1;1;1;3;1;25;1;2;1;40;174;0;2596;0;0;63;498;360;31374;0;"24";6678.54;10;55;"3";3;2035;31374;0;51.43;0;7704.01
38;109;2;8;1;;1;25;8;2;5;11;45;0;450;0;0;0;0;360;5400;0;"6";1909.35;3;66;"2";6;450;5400;0;51.43;10.36;2291.83
38;106;3;8;1;4;1;43;8;3;1;12;48;0;712;0;0;0;146;330;7832;0;"6";1909.35;0;23;"3";3;566;8544;0;47.14;0;2291.83
38;109;1;8;1;;2;71;8;2;5;8;35;0;500;0;0;0;103;360;6000;0;"5";1909.35;13;53;"4";3;397;6000;0;51.43;8.06;2291.83
39;102;4;11;1;;2;71;0;3;3;40;174;0;974;0;0;0;199;150;5104;232;"25";2123.73;2;23;"4";3;775;12250;557;21.43;0;2620.63
39;101;1;11;1;3;1;92;1;7;1;40;174;0;3301;0;0;245;669;360;46093;5707;"30";2123.73;7;49;"3";3;2387;46093;5707;51.43;0;2620.63
39;101;2;11;1;3;1;92;1;2;1;40;174;0;3321;0;0;534;688;360;45308;4682;"30";2123.73;6;40;"3";3;2099;45308;4682;51.43;0;2620.63
39;101;5;11;1;3;1;25;1;2;1;40;174;0;2101;0;0;18;426;270;24312;1782;"23";2123.73;0;52;"7";3;1657;32416;2376;38.57;0;2620.63
39;101;3;11;1;3;1;25;1;2;1;40;174;18;3540;410;1;599;726;360;52924;7738;"30";2123.73;3;54;"7";3;2215;52924;7738;51.43;0;2620.63
40;101;1;9;1;2;2;71;8;5;1;10;40;0;550;0;0;0;79;360;6400;0;"7";1309.17;1;35;"3";6;471;6400;0;51.43;0;1504.36
41;101;1;2;1;3;2;71;1;2;1;40;174;0;3318;0;0;530;698;360;41207;0;"30";3109.16;10;29;"4";3;2090;41207;0;51.43;0;3408.25
41;109;4;2;1;;2;71;8;7;5;1;4;0;200;0;0;0;0;360;4312;0;"2";3109.16;2;28;"9";4;200;4312;0;51.43;0.92;3408.25
41;109;2;2;1;;1;22;8;7;5;6;26;0;450;0;0;0;16;360;5400;0;"4";3109.16;7;23;"9";1;434;5400;0;51.43;5.98;3408.25
41;101;3;2;1;3;1;24;1;2;1;40;174;0;2676;0;0;359;543;360;36616;0;"30";3109.16;4;30;"7";3;1774;36616;0;51.43;0;3408.25
42;101;2;11;1;2;1;27;1;7;1;42;177;9;3710;193;0;332;752;360;37971;2000;"25";5157.63;4;43;"3";3;2626;37971;2000;51.43;0;6364.39
42;101;4;11;1;4;1;12;1;2;1;42;177;9;3268;162;0;247;662;360;34728;1000;"25";5157.63;10;55;"9";3;2359;34728;1000;51.43;0;6364.39
42;101;3;11;1;2;1;12;1;2;1;42;177;2;3612;43;0;618;748;360;39317;800;"25";5157.63;5;37;"6";6;2246;39317;800;51.43;0;6364.39
42;101;1;11;1;5;2;71;8;2;1;25;105;0;2000;0;0;436;421;360;27500;3500;"25";5157.63;7;49;"4";3;1143;27500;3500;51.43;0;6364.39
42;101;5;11;1;3;1;12;1;2;1;42;177;15;3832;316;0;681;800;360;38324;1500;"25";5157.63;1;27;"6";6;2351;38324;1500;51.43;0;6364.39
43;101;7;14;1;4;2;94;8;4;2;20;87;0;767;0;0;0;146;360;9204;42;"16";688.41;2;36;"4";4;621;9204;42;51.43;0;734.11
43;101;2;14;1;3;1;94;1;2;1;39;167;0;4229;0;1180;483;557;360;54740;400;"36";688.41;21;50;"4";3;3189;54740;400;51.43;0;734.11
43;101;9;14;1;3;2;63;1;4;2;39;167;0;1908;0;503;74;315;360;25373;400;"36";688.41;1;31;"5";4;1519;25373;400;51.43;0;734.11
43;101;6;14;1;3;2;63;1;2;1;39;167;0;2696;0;876;150;375;360;32747;400;"36";688.41;7;48;"5";3;2171;32747;400;51.43;0;734.11
43;106;8;14;1;4;1;94;8;7;2;20;87;0;837;0;0;0;171;120;3652;0;"9";688.41;2;27;"4";3;666;10956;0;17.14;0;734.11
43;101;3;14;1;3;1;94;1;2;1;39;167;0;4865;0;1620;504;658;360;58380;0;"36";688.41;20;51;"4";3;3703;58380;0;51.43;0;734.11
43;101;1;14;1;3;2;94;8;3;1;35;151;0;3098;0;904;305;504;360;41269;360;"40";688.41;17;53;"4";3;2289;41269;360;51.43;0;734.11
43;101;5;14;1;3;1;62;1;3;1;39;167;0;3230;0;905;265;473;360;45410;400;"36";688.41;17;50;"5";3;2492;45410;400;51.43;0;734.11
43;101;4;14;1;3;1;94;8;3;1;31;134;0;3893;0;1260;386;586;360;38320;320;"40";688.41;8;39;"4";3;2921;38320;320;51.43;0;734.11
44;101;1;3;1;5;1;11;1;2;1;40;173;0;1680;0;0;117;343;360;21160;0;"24";1414.12;3;33;"9";3;1220;21160;0;51.43;0;1537.82
45;109;4;14;1;;1;94;8;7;5;5;22;0;194;0;0;0;0;270;3261;0;"5";2066.17;0;28;"4";4;194;4348;0;38.57;5.06;2371.23
45;101;1;14;1;4;2;94;8;7;1;13;56;0;500;0;0;0;65;360;6000;0;"11";2066.17;4;44;"4";3;435;6000;0;51.43;0;2371.23
45;109;2;14;1;;1;52;8;7;5;2;8;0;71;0;0;0;0;360;852;0;"2";2066.17;1;60;"8";3;71;852;0;51.43;1.84;2371.23
45;101;3;14;1;4;1;94;8;7;2;12;56;0;495;0;0;0;103;300;4466;0;"10";2066.17;0;19;"4";3;392;5359;0;42.86;0;2371.23
46;101;6;6;1;3;2;52;1;1;1;40;174;50;3217;797;153;441;629;270;25820;500;"22";2649.63;9;27;"3";2;2147;34427;667;38.57;0;2826.09
46;101;1;6;1;3;1;52;1;1;1;40;174;5;2347;65;98;41;460;360;35122;500;"30";2649.63;9;50;"3";2;1846;35122;500;51.43;0;2826.09
46;109;2;6;1;;1;71;8;2;5;9;35;0;450;0;0;0;0;360;5400;0;"5";2649.63;7;66;"4";3;450;5400;0;51.43;8.06;2826.09
46;101;4;6;1;3;1;52;1;2;1;40;174;43;3434;645;269;461;669;360;40214;500;"30";2649.63;10;39;"3";3;2304;40214;500;51.43;0;2826.09
46;101;8;6;1;3;1;52;1;2;1;40;174;14;2970;230;119;146;578;360;33443;500;"30";2649.63;10;47;"3";3;2246;33443;500;51.43;0;2826.09
46;101;5;6;1;4;1;51;8;7;1;0;115;0;1817;0;322;212;303;120;10754;0;"5";2649.63;3;46;"7";3;1302;32262;0;17.14;0;2826.09
46;101;7;6;1;3;1;52;1;7;1;40;174;27;2553;351;18;307;525;360;31792;500;"30";2649.63;5;31;"3";3;1721;31792;500;51.43;0;2826.09
46;101;3;6;1;3;1;51;1;7;1;40;174;1;2543;15;515;12;427;330;31794;500;"30";2649.63;0;36;"7";3;2104;34684;545;47.14;0;2826.09
47;101;1;11;1;3;1;12;1;7;1;39;165;0;2659;0;0;353;541;360;32784;496;"30";5562.15;3;47;"6";3;1765;32784;496;51.43;0;6863.56
47;101;2;11;1;3;1;12;1;7;1;39;165;0;1862;0;0;148;369;360;31018;690;"30";5562.15;5;50;"6";2;1345;31018;690;51.43;0;6863.56
47;101;3;11;1;5;1;12;1;7;1;39;165;0;1949;0;0;179;395;360;26539;394;"30";5562.15;1;52;"6";2;1375;26539;394;51.43;0;6863.56
48;109;1;9;1;;2;71;8;6;5;10;43;0;460;0;0;0;51;360;5520;0;"6";1309.17;2;44;"3";7;409;5520;0;51.43;9.9;1504.36
49;106;9;8;1;4;1;43;8;3;2;0;40;0;600;0;0;0;42;360;22375;750;"6";1393.27;2;25;"2";3;558;22375;750;51.43;0;1446.67
49;101;3;8;1;1;1;26;1;4;1;40;173;0;7000;0;0;27;16;360;84000;;"26";1393.27;8;37;"7";4;57;84000;;51.43;0;1446.67
49;101;15;8;1;3;1;43;1;6;1;40;173;0;4200;0;0;744;835;360;51275;875;"26";1393.27;2;44;"2";7;2621;51275;875;51.43;0;1446.67
49;101;7;8;1;3;2;27;1;2;1;40;173;0;2800;0;0;392;580;360;37976;1000;"26";1393.27;5;25;"3";3;1828;37976;1000;51.43;0;1446.67
49;101;13;8;1;3;2;43;1;2;1;40;173;0;2800;0;0;425;580;360;34204;1000;"26";1393.27;2;30;"3";3;1795;34204;1000;51.43;0;1446.67
49;101;2;8;1;3;1;31;1;2;1;40;173;0;3896;0;0;695;797;360;49255;1000;"26";1393.27;3;46;"1";3;2404;49255;1000;51.43;0;1446.67
49;101;1;8;1;2;1;26;1;2;1;40;173;0;5294;0;0;1133;1011;360;64538;1000;"26";1393.27;9;30;"7";3;3150;64538;1000;51.43;0;1446.67
49;101;11;8;1;2;2;31;1;5;1;40;173;0;4420;0;0;912;870;360;54043;1000;"26";1393.27;2;30;"1";6;2638;54043;1000;51.43;0;1446.67
49;101;10;8;1;3;2;27;1;2;1;40;173;0;2700;0;0;367;554;360;33400;1000;"26";1393.27;3;57;"3";3;1779;33400;1000;51.43;0;1446.67
49;101;6;8;1;2;1;71;1;4;1;40;173;0;5354;0;0;763;578;360;69748;1000;"26";1393.27;5;51;"3";4;4013;69748;1000;51.43;0;1446.67
49;101;17;8;1;3;1;43;1;4;1;40;173;0;3000;0;0;412;607;360;37000;1000;"26";1393.27;1;31;"2";4;1981;37000;1000;51.43;0;1446.67
49;101;12;8;1;2;1;31;1;2;1;40;173;0;5000;0;0;731;976;360;61903;1000;"26";1393.27;2;58;"1";3;3293;61903;1000;51.43;0;1446.67
49;101;5;8;1;2;2;72;8;4;1;35;151;0;3287;0;0;522;673;360;42644;1000;"26";1393.27;6;40;"4";4;2092;42644;1000;51.43;0;1446.67
49;101;18;8;1;3;1;31;1;4;1;40;173;0;3300;0;0;615;739;360;43236;1000;"26";1393.27;1;30;"3";4;1946;43236;1000;51.43;0;1446.67
49;101;14;8;1;2;1;31;1;2;1;40;173;0;4561;0;0;741;856;180;26352;0;"13";1393.27;2;48;"1";6;2964;52704;0;25.71;0;1446.67
49;101;16;8;1;3;1;27;1;2;1;40;173;0;2000;0;0;195;410;360;25800;1000;"26";1393.27;2;26;"3";3;1395;25800;1000;51.43;0;1446.67
49;101;4;8;1;3;1;71;1;4;1;40;173;0;4238;0;0;793;856;360;53666;1000;"26";1393.27;7;50;"4";4;2589;53666;1000;51.43;0;1446.67
49;101;8;8;1;3;2;71;1;2;1;40;173;0;2650;0;0;357;535;360;32800;1000;"26";1393.27;3;33;"4";3;1758;32800;1000;51.43;0;1446.67
50;102;7;5;1;;1;25;0;1;3;36;156;0;908;0;0;0;178;349;10194;613;"30";9277.8;2;26;"7";2;730;10515;632;49.86;0;9529.56
50;101;4;5;1;3;1;25;1;2;1;36;151;0;3106;0;0;432;604;360;42326;3269;"30";9277.8;9;29;"7";3;2070;42326;3269;51.43;0;9529.56
50;101;5;5;1;3;1;25;1;2;1;36;151;0;2439;0;0;252;476;360;34247;2733;"30";9277.8;10;27;"7";3;1711;34247;2733;51.43;0;9529.56
50;101;2;5;1;3;1;51;1;2;1;40;174;0;2563;0;0;279;494;360;34849;2855;"30";9277.8;8;36;"4";3;1790;34849;2855;51.43;0;9529.56
50;101;1;5;1;2;1;25;1;2;1;36;156;0;4878;0;0;578;510;360;61600;4257;"30";9277.8;31;46;"3";6;3790;61600;4257;51.43;0;9529.56
50;101;3;5;1;4;1;61;1;4;1;41;178;0;2010;0;0;134;378;360;26735;2167;"30";9277.8;10;65;"3";6;1498;26735;2167;51.43;0;9529.56
50;101;6;5;1;3;1;25;1;2;2;36;151;0;2140;0;0;230;433;360;29255;2661;"30";9277.8;4;22;"7";3;1477;29255;2661;51.43;0;9529.56
